CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Siti Purnomo,21,sudah menikah,91911,laki-laki,5,2,Post-graduate,skilled manual work,memiliki rumah sendiri,1
Hadi Setiawan,43,sudah menikah,56345,laki-laki,4,0,S3,clerical work,tidak memiliki rumah sendiri,1
Fitri Setiawan,33,belum menikah,136192,laki-laki,4,2,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Nina Hidayat,54,belum menikah,123893,perempuan,1,2,S3,professional,tidak memiliki rumah sendiri,0
Usman Santoso,24,belum menikah,31214,perempuan,0,0,S1,unskilled manual work,memiliki rumah sendiri,3
Lina Wibowo,53,sudah menikah,99392,perempuan,3,1,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Maya Utomo,26,belum menikah,108323,perempuan,0,1,S2,professional,tidak memiliki rumah sendiri,0
Cahyadi Wibowo,41,sudah menikah,28993,perempuan,4,0,S2,unskilled manual work,tidak memiliki rumah sendiri,0
Fitri Mahendra,66,belum menikah,43467,perempuan,2,1,S2,skilled manual work,tidak memiliki rumah sendiri,1
Budi Mahendra,24,belum menikah,133336,perempuan,1,0,S3,unskilled manual work,memiliki rumah sendiri,0
Dewi Santoso,66,belum menikah,78192,perempuan,1,3,Post-graduate,management,memiliki rumah sendiri,1
Maya Fauzan,53,belum menikah,79491,perempuan,1,3,Post-graduate,management,memiliki rumah sendiri,2
Maya Wijaya,65,belum menikah,33508,laki-laki,2,0,SMA,professional,memiliki rumah sendiri,3
Maya Haryanto,33,sudah menikah,56112,perempuan,3,0,Post-graduate,sales,tidak memiliki rumah sendiri,0
Yusuf Rachman,36,belum menikah,111888,perempuan,4,2,Post-graduate,sales,tidak memiliki rumah sendiri,3
Nina Susanto,54,belum menikah,39933,perempuan,0,0,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Gita Fauzan,67,belum menikah,44695,perempuan,1,3,S2,clerical work,tidak memiliki rumah sendiri,2
Agus Susanto,30,sudah menikah,48193,perempuan,1,2,S2,management,memiliki rumah sendiri,3
Taufik Purnomo,19,sudah menikah,68567,perempuan,4,1,S3,unskilled manual work,memiliki rumah sendiri,1
Maya Haryanto,24,belum menikah,78318,perempuan,4,1,S1,management,memiliki rumah sendiri,1
Maya Wahyuni,49,sudah menikah,85596,laki-laki,5,2,S1,management,tidak memiliki rumah sendiri,2
Lina Setiawan,49,belum menikah,31040,perempuan,2,0,S3,professional,tidak memiliki rumah sendiri,1
Budi Haryanto,58,sudah menikah,32626,laki-laki,0,0,S1,sales,tidak memiliki rumah sendiri,0
Taufik Susanto,37,sudah menikah,74435,laki-laki,5,3,S2,clerical work,memiliki rumah sendiri,2
Putri Hidayat,58,belum menikah,136513,perempuan,4,0,SMA,skilled manual work,memiliki rumah sendiri,2
Gita Haryanto,62,belum menikah,136639,laki-laki,1,4,S1,clerical work,memiliki rumah sendiri,3
Zainab Setiawan,44,sudah menikah,134003,laki-laki,1,5,S2,management,tidak memiliki rumah sendiri,2
Usman Susanto,51,sudah menikah,102064,perempuan,2,1,S1,management,tidak memiliki rumah sendiri,0
Fitri Susanto,52,sudah menikah,78928,perempuan,4,1,S3,professional,memiliki rumah sendiri,0
Indra Sari,53,belum menikah,56998,perempuan,0,1,S3,skilled manual work,memiliki rumah sendiri,0
Indra Wijaya,31,sudah menikah,102538,perempuan,2,1,S1,sales,tidak memiliki rumah sendiri,2
Indra Fauzan,49,sudah menikah,62024,laki-laki,4,0,S2,management,tidak memiliki rumah sendiri,1
Maya Haryanto,30,sudah menikah,95661,laki-laki,3,0,SMA,professional,tidak memiliki rumah sendiri,1
Eko Wibowo,18,sudah menikah,144345,laki-laki,3,4,S3,unskilled manual work,memiliki rumah sendiri,3
Yusuf Wibowo,63,sudah menikah,87272,perempuan,3,1,Post-graduate,professional,memiliki rumah sendiri,3
Gita Haryanto,64,belum menikah,122351,perempuan,5,0,S1,professional,tidak memiliki rumah sendiri,1
Yusuf Putra,40,sudah menikah,31883,laki-laki,5,3,Post-graduate,management,tidak memiliki rumah sendiri,3
Hadi Wahyuni,20,sudah menikah,123076,laki-laki,3,2,Post-graduate,sales,tidak memiliki rumah sendiri,2
Wati Mahendra,32,belum menikah,107893,laki-laki,3,0,S3,professional,memiliki rumah sendiri,3
Eko Haryanto,27,belum menikah,96861,perempuan,1,0,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Zainab Rachman,46,belum menikah,101775,perempuan,3,0,S2,clerical work,tidak memiliki rumah sendiri,1
Budi Utomo,58,belum menikah,55918,perempuan,0,0,S2,professional,memiliki rumah sendiri,2
Maya Wibowo,30,sudah menikah,102230,laki-laki,2,0,S1,professional,tidak memiliki rumah sendiri,2
Indra Hidayat,30,belum menikah,76025,perempuan,0,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Wati Mahendra,27,belum menikah,24685,perempuan,1,3,SMA,skilled manual work,tidak memiliki rumah sendiri,1
Putri Wibowo,50,belum menikah,51382,laki-laki,0,2,S3,professional,tidak memiliki rumah sendiri,2
Agus Muliawan,35,belum menikah,60440,laki-laki,3,1,S1,clerical work,memiliki rumah sendiri,1
Gita Utomo,52,belum menikah,115143,perempuan,4,0,SMA,unskilled manual work,memiliki rumah sendiri,1
Dewi Saputra,45,belum menikah,59641,laki-laki,4,0,S2,sales,tidak memiliki rumah sendiri,0
Hadi Putra,48,sudah menikah,102396,perempuan,0,1,S3,sales,memiliki rumah sendiri,0
Rizki Setiawan,45,belum menikah,91477,laki-laki,0,0,S1,sales,memiliki rumah sendiri,2
Lina Hakim,27,belum menikah,31829,laki-laki,5,3,S2,professional,memiliki rumah sendiri,2
Taufik Saputra,46,sudah menikah,25854,perempuan,2,0,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Yusuf Anggraini,39,belum menikah,33288,laki-laki,1,0,SMA,management,memiliki rumah sendiri,3
Vina Santoso,48,sudah menikah,137594,laki-laki,0,1,S2,sales,tidak memiliki rumah sendiri,0
Cahyadi Haryanto,47,sudah menikah,130183,perempuan,1,4,S2,sales,tidak memiliki rumah sendiri,0
Rizki Anggraini,63,sudah menikah,137126,perempuan,1,0,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Siti Muliawan,21,belum menikah,136008,perempuan,1,0,Post-graduate,management,tidak memiliki rumah sendiri,2
Hadi Pratama,30,sudah menikah,142798,perempuan,2,1,SMA,clerical work,memiliki rumah sendiri,3
Siti Wahyuni,60,belum menikah,66185,laki-laki,5,4,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Nina Sari,23,belum menikah,41798,perempuan,1,3,S2,unskilled manual work,memiliki rumah sendiri,1
Maya Wahyuni,22,belum menikah,103016,perempuan,0,4,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Eko Wibowo,44,belum menikah,70306,laki-laki,4,0,S1,clerical work,memiliki rumah sendiri,0
Gita Wibowo,29,belum menikah,67196,laki-laki,1,0,S3,unskilled manual work,tidak memiliki rumah sendiri,2
Siti Fauzan,64,belum menikah,79967,laki-laki,4,2,SMA,management,memiliki rumah sendiri,2
Budi Fauzan,32,sudah menikah,117618,laki-laki,1,1,S2,professional,tidak memiliki rumah sendiri,2
Wati Mahendra,20,belum menikah,56687,perempuan,2,1,S1,unskilled manual work,memiliki rumah sendiri,0
Maya Wijaya,48,belum menikah,137823,perempuan,3,0,S1,skilled manual work,tidak memiliki rumah sendiri,2
Fitri Mahendra,20,belum menikah,116266,perempuan,4,2,S1,sales,memiliki rumah sendiri,0
Nina Rachman,44,sudah menikah,55564,perempuan,5,0,SMA,skilled manual work,memiliki rumah sendiri,1
Hadi Hakim,26,belum menikah,101143,perempuan,4,0,S1,management,tidak memiliki rumah sendiri,1
Eko Hakim,52,belum menikah,61325,perempuan,1,2,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Zainab Purnomo,41,sudah menikah,126737,perempuan,0,2,SMA,skilled manual work,tidak memiliki rumah sendiri,1
Gita Hidayat,58,belum menikah,65742,laki-laki,1,0,S2,sales,memiliki rumah sendiri,2
Vina Purnomo,66,belum menikah,97972,laki-laki,4,2,S2,sales,tidak memiliki rumah sendiri,1
Kartini Utomo,52,belum menikah,54246,laki-laki,3,0,SMA,professional,memiliki rumah sendiri,1
Taufik Rachman,54,belum menikah,21949,perempuan,0,2,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,1
Maya Wahyuni,41,sudah menikah,107899,perempuan,1,0,SMA,sales,tidak memiliki rumah sendiri,3
Eko Putra,47,belum menikah,53347,perempuan,0,4,S2,clerical work,tidak memiliki rumah sendiri,0
Joko Santoso,43,sudah menikah,114617,laki-laki,1,3,S1,management,tidak memiliki rumah sendiri,3
Siti Rachman,43,sudah menikah,22738,laki-laki,0,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Hadi Pratama,35,belum menikah,92578,laki-laki,1,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Nina Hidayat,61,sudah menikah,20488,perempuan,2,0,S1,management,memiliki rumah sendiri,3
Hadi Fauzan,37,belum menikah,50479,perempuan,5,1,S1,clerical work,memiliki rumah sendiri,0
Zainab Santoso,60,belum menikah,51221,perempuan,1,2,S1,clerical work,tidak memiliki rumah sendiri,1
Hadi Sari,26,belum menikah,88033,perempuan,1,1,S1,sales,memiliki rumah sendiri,3
Budi Rachman,54,belum menikah,52031,laki-laki,0,0,S3,professional,tidak memiliki rumah sendiri,1
Usman Purnomo,63,belum menikah,24666,laki-laki,3,1,SMA,clerical work,memiliki rumah sendiri,3
Hadi Utomo,45,sudah menikah,83406,laki-laki,1,2,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Fitri Putra,40,belum menikah,20637,laki-laki,4,0,S3,sales,memiliki rumah sendiri,1
Kartini Utomo,51,sudah menikah,67531,perempuan,0,0,Post-graduate,management,memiliki rumah sendiri,3
Maya Purnomo,62,sudah menikah,49720,laki-laki,2,0,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Indra Fauzan,51,belum menikah,124108,perempuan,3,0,S3,unskilled manual work,memiliki rumah sendiri,0
Yusuf Haryanto,69,belum menikah,130970,perempuan,1,3,Post-graduate,management,memiliki rumah sendiri,3
Hadi Putra,57,sudah menikah,85377,perempuan,5,0,S1,professional,memiliki rumah sendiri,2
Yusuf Putra,38,sudah menikah,103196,laki-laki,3,1,SMA,unskilled manual work,memiliki rumah sendiri,1
Putri Fauzan,25,belum menikah,32801,laki-laki,3,0,S3,sales,memiliki rumah sendiri,2
Rizki Wijaya,56,sudah menikah,134378,perempuan,0,3,S2,unskilled manual work,memiliki rumah sendiri,0
Gita Wahyuni,21,belum menikah,71418,perempuan,3,0,S2,unskilled manual work,tidak memiliki rumah sendiri,0
Maya Putra,49,sudah menikah,106281,perempuan,1,0,S2,management,tidak memiliki rumah sendiri,0
Yusuf Setiawan,24,sudah menikah,141130,laki-laki,3,0,S2,management,memiliki rumah sendiri,1
Dewi Setiawan,36,sudah menikah,133728,perempuan,0,1,SMA,professional,tidak memiliki rumah sendiri,1
Lina Wijaya,67,belum menikah,135572,laki-laki,0,1,S3,unskilled manual work,memiliki rumah sendiri,2
Maya Mahendra,29,sudah menikah,52248,laki-laki,2,0,Post-graduate,sales,tidak memiliki rumah sendiri,0
Gita Wibowo,24,sudah menikah,85947,laki-laki,1,2,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Agus Sari,51,belum menikah,26250,perempuan,4,2,Post-graduate,clerical work,memiliki rumah sendiri,0
Hadi Wijaya,50,sudah menikah,132714,perempuan,2,0,Post-graduate,professional,memiliki rumah sendiri,2
Rizki Utomo,47,belum menikah,138072,perempuan,1,2,S1,management,tidak memiliki rumah sendiri,0
Gita Setiawan,52,sudah menikah,21424,laki-laki,0,0,S2,clerical work,tidak memiliki rumah sendiri,3
Rizki Hakim,59,sudah menikah,80347,perempuan,5,1,Post-graduate,skilled manual work,memiliki rumah sendiri,0
Wati Anggraini,23,belum menikah,92875,laki-laki,5,2,S3,skilled manual work,tidak memiliki rumah sendiri,0
Zainab Anggraini,42,belum menikah,118302,perempuan,5,2,SMA,unskilled manual work,memiliki rumah sendiri,1
Kartini Fauzan,60,sudah menikah,39204,perempuan,4,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Agus Utomo,23,sudah menikah,43210,laki-laki,2,3,S1,professional,tidak memiliki rumah sendiri,3
Lina Anggraini,57,belum menikah,92077,laki-laki,4,4,S3,management,memiliki rumah sendiri,1
Kartini Wahyuni,49,belum menikah,28339,laki-laki,2,2,SMA,unskilled manual work,memiliki rumah sendiri,3
Wati Santoso,66,sudah menikah,115289,perempuan,4,1,S1,clerical work,tidak memiliki rumah sendiri,3
Kartini Santoso,55,sudah menikah,99386,laki-laki,4,0,S3,clerical work,tidak memiliki rumah sendiri,1
Rizki Wahyuni,19,sudah menikah,121725,laki-laki,1,0,S2,skilled manual work,memiliki rumah sendiri,0
Taufik Utomo,52,sudah menikah,142151,laki-laki,0,3,S1,clerical work,memiliki rumah sendiri,2
Nina Setiawan,33,sudah menikah,57258,perempuan,1,1,S1,clerical work,memiliki rumah sendiri,2
Vina Muliawan,68,sudah menikah,69698,perempuan,1,2,S3,management,memiliki rumah sendiri,3
Joko Anggraini,59,belum menikah,47491,laki-laki,0,1,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Fitri Anggraini,51,belum menikah,95587,perempuan,5,5,S2,sales,tidak memiliki rumah sendiri,0
Agus Susanto,56,sudah menikah,57919,laki-laki,3,0,S3,skilled manual work,tidak memiliki rumah sendiri,1
Usman Anggraini,69,belum menikah,52117,perempuan,3,0,S1,sales,tidak memiliki rumah sendiri,3
Taufik Wijaya,67,belum menikah,91377,laki-laki,3,1,SMA,clerical work,tidak memiliki rumah sendiri,1
Dewi Hidayat,30,belum menikah,104287,perempuan,1,2,SMA,management,memiliki rumah sendiri,2
Budi Utomo,39,belum menikah,101268,perempuan,1,1,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Maya Hakim,21,sudah menikah,145098,laki-laki,2,2,S2,professional,tidak memiliki rumah sendiri,3
Joko Putra,55,belum menikah,133931,perempuan,4,1,SMA,professional,memiliki rumah sendiri,2
Gita Setiawan,45,belum menikah,39971,laki-laki,1,5,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Fitri Sari,26,sudah menikah,77407,perempuan,2,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Nina Fauzan,28,sudah menikah,29082,perempuan,0,0,S1,sales,tidak memiliki rumah sendiri,2
Fitri Wijaya,52,belum menikah,57717,perempuan,0,1,S1,unskilled manual work,memiliki rumah sendiri,3
Gita Pratama,32,sudah menikah,146032,perempuan,1,1,Post-graduate,sales,tidak memiliki rumah sendiri,2
Hadi Saputra,21,sudah menikah,40638,perempuan,4,0,S2,management,tidak memiliki rumah sendiri,1
Gita Purnomo,32,sudah menikah,147043,laki-laki,2,3,S1,skilled manual work,memiliki rumah sendiri,1
Nina Santoso,33,sudah menikah,70141,perempuan,4,0,S1,sales,tidak memiliki rumah sendiri,3
Nina Wijaya,68,sudah menikah,93952,perempuan,0,1,S3,unskilled manual work,memiliki rumah sendiri,0
Agus Sari,31,belum menikah,120609,perempuan,0,1,S3,skilled manual work,memiliki rumah sendiri,2
Kartini Wahyuni,34,belum menikah,32486,laki-laki,5,1,Post-graduate,clerical work,memiliki rumah sendiri,0
Dewi Haryanto,47,sudah menikah,67802,laki-laki,4,5,SMA,management,memiliki rumah sendiri,1
Wati Muliawan,53,sudah menikah,84581,laki-laki,0,1,S2,clerical work,memiliki rumah sendiri,2
Lina Sari,66,belum menikah,47470,perempuan,4,1,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Fitri Purnomo,56,belum menikah,103306,perempuan,5,1,S1,sales,memiliki rumah sendiri,0
Hadi Hidayat,68,sudah menikah,31040,laki-laki,5,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Budi Setiawan,43,sudah menikah,125243,perempuan,3,1,S2,sales,memiliki rumah sendiri,0
Usman Saputra,22,sudah menikah,113182,perempuan,5,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Joko Haryanto,52,sudah menikah,116947,laki-laki,5,1,SMA,clerical work,memiliki rumah sendiri,1
Agus Wijaya,59,belum menikah,65226,perempuan,1,0,SMA,management,memiliki rumah sendiri,2
Nina Wahyuni,38,sudah menikah,41096,laki-laki,4,0,S1,management,memiliki rumah sendiri,1
Agus Santoso,56,belum menikah,74269,perempuan,2,1,S2,sales,tidak memiliki rumah sendiri,0
Eko Mahendra,24,belum menikah,63303,laki-laki,0,2,S2,skilled manual work,memiliki rumah sendiri,1
Gita Santoso,60,sudah menikah,105989,perempuan,5,3,S1,clerical work,tidak memiliki rumah sendiri,1
Indra Pratama,58,belum menikah,144146,laki-laki,2,0,S3,sales,tidak memiliki rumah sendiri,1
Rizki Wahyuni,32,sudah menikah,25503,laki-laki,2,3,S2,management,memiliki rumah sendiri,0
Fitri Santoso,20,sudah menikah,58752,perempuan,3,0,S2,unskilled manual work,memiliki rumah sendiri,2
Gita Haryanto,39,sudah menikah,112706,laki-laki,3,1,SMA,clerical work,tidak memiliki rumah sendiri,1
Kartini Pratama,32,sudah menikah,90298,perempuan,3,3,SMA,clerical work,memiliki rumah sendiri,0
Zainab Haryanto,36,belum menikah,37840,perempuan,1,2,S1,clerical work,memiliki rumah sendiri,3
Rizki Rachman,43,sudah menikah,63273,perempuan,5,1,S3,unskilled manual work,tidak memiliki rumah sendiri,2
Yusuf Wibowo,33,sudah menikah,60727,laki-laki,3,2,Post-graduate,sales,memiliki rumah sendiri,0
Kartini Wahyuni,28,sudah menikah,74742,perempuan,4,1,S1,professional,memiliki rumah sendiri,2
Putri Rachman,21,sudah menikah,131388,perempuan,4,4,S3,professional,memiliki rumah sendiri,2
Eko Utomo,53,sudah menikah,101367,laki-laki,4,4,S1,sales,memiliki rumah sendiri,1
Putri Susanto,40,sudah menikah,120623,laki-laki,0,2,S2,professional,memiliki rumah sendiri,3
Putri Saputra,41,belum menikah,127050,laki-laki,2,0,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Eko Utomo,26,sudah menikah,94093,perempuan,5,0,S2,skilled manual work,memiliki rumah sendiri,0
Joko Rachman,66,belum menikah,60878,perempuan,0,0,SMA,sales,tidak memiliki rumah sendiri,0
Kartini Rachman,44,belum menikah,111337,perempuan,3,0,S3,skilled manual work,memiliki rumah sendiri,0
Nina Saputra,59,sudah menikah,75107,laki-laki,2,5,S1,clerical work,memiliki rumah sendiri,3
Siti Fauzan,44,belum menikah,72110,laki-laki,1,2,SMA,professional,tidak memiliki rumah sendiri,0
Hadi Purnomo,29,belum menikah,36326,laki-laki,3,0,S2,skilled manual work,tidak memiliki rumah sendiri,2
Yusuf Setiawan,19,belum menikah,123157,perempuan,4,1,S1,professional,tidak memiliki rumah sendiri,2
Hadi Saputra,23,sudah menikah,97778,perempuan,3,2,S3,clerical work,memiliki rumah sendiri,0
Cahyadi Wahyuni,43,belum menikah,143040,laki-laki,0,0,SMA,management,memiliki rumah sendiri,3
Kartini Utomo,55,sudah menikah,143074,perempuan,4,1,SMA,professional,tidak memiliki rumah sendiri,1
Joko Hakim,25,sudah menikah,46704,laki-laki,2,2,S1,sales,memiliki rumah sendiri,1
Kartini Susanto,26,sudah menikah,60006,laki-laki,1,1,S1,management,tidak memiliki rumah sendiri,0
Joko Wijaya,27,sudah menikah,49368,laki-laki,5,0,S3,clerical work,tidak memiliki rumah sendiri,2
Maya Hakim,53,belum menikah,62852,laki-laki,4,4,S2,sales,memiliki rumah sendiri,2
Putri Pratama,67,belum menikah,140756,perempuan,1,1,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Wati Wibowo,36,belum menikah,124126,laki-laki,0,1,Post-graduate,sales,memiliki rumah sendiri,1
Dewi Setiawan,32,sudah menikah,117395,laki-laki,4,0,S1,management,tidak memiliki rumah sendiri,2
Nina Wahyuni,65,sudah menikah,101189,perempuan,3,3,S3,skilled manual work,memiliki rumah sendiri,2
Wati Setiawan,36,sudah menikah,138178,laki-laki,0,3,Post-graduate,professional,tidak memiliki rumah sendiri,1
Eko Fauzan,30,belum menikah,44962,laki-laki,4,0,SMA,unskilled manual work,memiliki rumah sendiri,1
Kartini Wijaya,27,belum menikah,126997,perempuan,2,1,S2,management,tidak memiliki rumah sendiri,0
Wati Wijaya,46,belum menikah,40436,perempuan,4,0,S3,skilled manual work,tidak memiliki rumah sendiri,1
Eko Wibowo,52,belum menikah,49243,perempuan,2,1,S2,skilled manual work,tidak memiliki rumah sendiri,3
Yusuf Setiawan,39,sudah menikah,67194,laki-laki,0,0,S1,skilled manual work,memiliki rumah sendiri,2
Cahyadi Hidayat,33,belum menikah,144574,perempuan,2,0,S3,unskilled manual work,memiliki rumah sendiri,0
Yusuf Hakim,42,sudah menikah,92335,perempuan,1,0,S3,unskilled manual work,memiliki rumah sendiri,0
Putri Anggraini,37,sudah menikah,105404,perempuan,3,2,Post-graduate,unskilled manual work,memiliki rumah sendiri,3
Putri Saputra,19,sudah menikah,66988,laki-laki,1,1,SMA,professional,tidak memiliki rumah sendiri,3
Gita Setiawan,64,sudah menikah,61208,laki-laki,4,0,S3,management,memiliki rumah sendiri,2
Dewi Purnomo,45,sudah menikah,52162,laki-laki,3,1,SMA,sales,memiliki rumah sendiri,0
Kartini Saputra,54,sudah menikah,23970,laki-laki,0,0,SMA,management,tidak memiliki rumah sendiri,0
Lina Purnomo,48,sudah menikah,38534,laki-laki,1,0,S2,professional,memiliki rumah sendiri,0
Usman Muliawan,64,sudah menikah,67101,perempuan,4,3,S2,management,tidak memiliki rumah sendiri,3
Vina Fauzan,27,belum menikah,130968,perempuan,0,4,SMA,management,memiliki rumah sendiri,0
